Titularidad;Sexo;Comunidad autónoma/provincia;Curso;Total
CENTROS PRIVADOS;Hombres;00 TOTAL;Total;2,5
CENTROS PRIVADOS;Hombres;00 TOTAL;Primero;2,6
CENTROS PRIVADOS;Hombres;00 TOTAL;Segundo;2,7
CENTROS PRIVADOS;Hombres;00 TOTAL;Tercero;2,5
CENTROS PRIVADOS;Hombres;00 TOTAL;Cuarto;2,3
CENTROS PRIVADOS;Hombres;01 ANDALUCÍA;Total;3,2
CENTROS PRIVADOS;Hombres;01 ANDALUCÍA;Primero;3,7
CENTROS PRIVADOS;Hombres;01 ANDALUCÍA;Segundo;3,7
CENTROS PRIVADOS;Hombres;01 ANDALUCÍA;Tercero;2,8
CENTROS PRIVADOS;Hombres;01 ANDALUCÍA;Cuarto;2,5
CENTROS PRIVADOS;Hombres;Almería;Total;2,6
CENTROS PRIVADOS;Hombres;Almería;Primero;4,2
CENTROS PRIVADOS;Hombres;Almería;Segundo;3,9
CENTROS PRIVADOS;Hombres;Almería;Tercero;0,9
CENTROS PRIVADOS;Hombres;Almería;Cuarto;0,8
CENTROS PRIVADOS;Hombres;Cádiz;Total;3,3
CENTROS PRIVADOS;Hombres;Cádiz;Primero;3,8
CENTROS PRIVADOS;Hombres;Cádiz;Segundo;4,2
CENTROS PRIVADOS;Hombres;Cádiz;Tercero;3,2
CENTROS PRIVADOS;Hombres;Cádiz;Cuarto;2
CENTROS PRIVADOS;Hombres;Córdoba;Total;2,4
CENTROS PRIVADOS;Hombres;Córdoba;Primero;3,7
CENTROS PRIVADOS;Hombres;Córdoba;Segundo;2,7
CENTROS PRIVADOS;Hombres;Córdoba;Tercero;1,5
CENTROS PRIVADOS;Hombres;Córdoba;Cuarto;1,6
CENTROS PRIVADOS;Hombres;Granada;Total;3,6
CENTROS PRIVADOS;Hombres;Granada;Primero;4,6
CENTROS PRIVADOS;Hombres;Granada;Segundo;3,5
CENTROS PRIVADOS;Hombres;Granada;Tercero;3,3
CENTROS PRIVADOS;Hombres;Granada;Cuarto;3,1
CENTROS PRIVADOS;Hombres;Huelva;Total;6,2
CENTROS PRIVADOS;Hombres;Huelva;Primero;7,4
CENTROS PRIVADOS;Hombres;Huelva;Segundo;7,2
CENTROS PRIVADOS;Hombres;Huelva;Tercero;5,2
CENTROS PRIVADOS;Hombres;Huelva;Cuarto;4,5
CENTROS PRIVADOS;Hombres;Jaén;Total;3,8
CENTROS PRIVADOS;Hombres;Jaén;Primero;4,3
CENTROS PRIVADOS;Hombres;Jaén;Segundo;4,4
CENTROS PRIVADOS;Hombres;Jaén;Tercero;3,2
CENTROS PRIVADOS;Hombres;Jaén;Cuarto;3,4
CENTROS PRIVADOS;Hombres;Málaga;Total;3,2
CENTROS PRIVADOS;Hombres;Málaga;Primero;3,5
CENTROS PRIVADOS;Hombres;Málaga;Segundo;3,5
CENTROS PRIVADOS;Hombres;Málaga;Tercero;2,8
CENTROS PRIVADOS;Hombres;Málaga;Cuarto;2,7
CENTROS PRIVADOS;Hombres;Sevilla;Total;2,7
CENTROS PRIVADOS;Hombres;Sevilla;Primero;2,5
CENTROS PRIVADOS;Hombres;Sevilla;Segundo;3,2
CENTROS PRIVADOS;Hombres;Sevilla;Tercero;2,8
CENTROS PRIVADOS;Hombres;Sevilla;Cuarto;2,2
CENTROS PRIVADOS;Hombres;02 ARAGÓN;Total;1,6
CENTROS PRIVADOS;Hombres;02 ARAGÓN;Primero;1,9
CENTROS PRIVADOS;Hombres;02 ARAGÓN;Segundo;1,1
CENTROS PRIVADOS;Hombres;02 ARAGÓN;Tercero;1,6
CENTROS PRIVADOS;Hombres;02 ARAGÓN;Cuarto;1,5
CENTROS PRIVADOS;Hombres;Huesca;Total;1,2
CENTROS PRIVADOS;Hombres;Huesca;Primero;1,2
CENTROS PRIVADOS;Hombres;Huesca;Segundo;1,6
CENTROS PRIVADOS;Hombres;Huesca;Tercero;1,4
CENTROS PRIVADOS;Hombres;Huesca;Cuarto;0,5
CENTROS PRIVADOS;Hombres;Teruel;Total;1,3
CENTROS PRIVADOS;Hombres;Teruel;Primero;1,8
CENTROS PRIVADOS;Hombres;Teruel;Segundo;0
CENTROS PRIVADOS;Hombres;Teruel;Tercero;2,1
CENTROS PRIVADOS;Hombres;Teruel;Cuarto;1,4
CENTROS PRIVADOS;Hombres;Zaragoza;Total;1,6
CENTROS PRIVADOS;Hombres;Zaragoza;Primero;2
CENTROS PRIVADOS;Hombres;Zaragoza;Segundo;1,1
CENTROS PRIVADOS;Hombres;Zaragoza;Tercero;1,6
CENTROS PRIVADOS;Hombres;Zaragoza;Cuarto;1,7
CENTROS PRIVADOS;Hombres;03 ASTURIAS, PRINCIPADO DE;Total;1,8
CENTROS PRIVADOS;Hombres;03 ASTURIAS, PRINCIPADO DE;Primero;2,3
CENTROS PRIVADOS;Hombres;03 ASTURIAS, PRINCIPADO DE;Segundo;1,4
CENTROS PRIVADOS;Hombres;03 ASTURIAS, PRINCIPADO DE;Tercero;1,7
CENTROS PRIVADOS;Hombres;03 ASTURIAS, PRINCIPADO DE;Cuarto;1,9
CENTROS PRIVADOS;Hombres;04 BALEARS, ILLES;Total;3
CENTROS PRIVADOS;Hombres;04 BALEARS, ILLES;Primero;3,5
CENTROS PRIVADOS;Hombres;04 BALEARS, ILLES;Segundo;2,9
CENTROS PRIVADOS;Hombres;04 BALEARS, ILLES;Tercero;3,5
CENTROS PRIVADOS;Hombres;04 BALEARS, ILLES;Cuarto;1,9
CENTROS PRIVADOS;Hombres;05 CANARIAS;Total;1,4
CENTROS PRIVADOS;Hombres;05 CANARIAS;Primero;1,2
CENTROS PRIVADOS;Hombres;05 CANARIAS;Segundo;1,6
CENTROS PRIVADOS;Hombres;05 CANARIAS;Tercero;1,4
CENTROS PRIVADOS;Hombres;05 CANARIAS;Cuarto;1,4
CENTROS PRIVADOS;Hombres;Las Palmas;Total;1,9
CENTROS PRIVADOS;Hombres;Las Palmas;Primero;1,4
CENTROS PRIVADOS;Hombres;Las Palmas;Segundo;2,1
CENTROS PRIVADOS;Hombres;Las Palmas;Tercero;1,9
CENTROS PRIVADOS;Hombres;Las Palmas;Cuarto;2,4
CENTROS PRIVADOS;Hombres;Santa Cruz de Tenerife;Total;1
CENTROS PRIVADOS;Hombres;Santa Cruz de Tenerife;Primero;1,1
CENTROS PRIVADOS;Hombres;Santa Cruz de Tenerife;Segundo;1,2
CENTROS PRIVADOS;Hombres;Santa Cruz de Tenerife;Tercero;1,1
CENTROS PRIVADOS;Hombres;Santa Cruz de Tenerife;Cuarto;0,5
CENTROS PRIVADOS;Hombres;06 CANTABRIA;Total;2,1
CENTROS PRIVADOS;Hombres;06 CANTABRIA;Primero;2,3
CENTROS PRIVADOS;Hombres;06 CANTABRIA;Segundo;1,9
CENTROS PRIVADOS;Hombres;06 CANTABRIA;Tercero;2,6
CENTROS PRIVADOS;Hombres;06 CANTABRIA;Cuarto;1,5
CENTROS PRIVADOS;Hombres;07 CASTILLA Y LEÓN;Total;3,8
CENTROS PRIVADOS;Hombres;07 CASTILLA Y LEÓN;Primero;4,5
CENTROS PRIVADOS;Hombres;07 CASTILLA Y LEÓN;Segundo;4
CENTROS PRIVADOS;Hombres;07 CASTILLA Y LEÓN;Tercero;3,1
CENTROS PRIVADOS;Hombres;07 CASTILLA Y LEÓN;Cuarto;3,6
CENTROS PRIVADOS;Hombres;Ávila;Total;3,9
CENTROS PRIVADOS;Hombres;Ávila;Primero;3,4
CENTROS PRIVADOS;Hombres;Ávila;Segundo;7,9
CENTROS PRIVADOS;Hombres;Ávila;Tercero;2,5
CENTROS PRIVADOS;Hombres;Ávila;Cuarto;1,7
CENTROS PRIVADOS;Hombres;Burgos;Total;4
CENTROS PRIVADOS;Hombres;Burgos;Primero;5
CENTROS PRIVADOS;Hombres;Burgos;Segundo;4,2
CENTROS PRIVADOS;Hombres;Burgos;Tercero;3,1
CENTROS PRIVADOS;Hombres;Burgos;Cuarto;3,4
CENTROS PRIVADOS;Hombres;León;Total;2,5
CENTROS PRIVADOS;Hombres;León;Primero;2,8
CENTROS PRIVADOS;Hombres;León;Segundo;2,8
CENTROS PRIVADOS;Hombres;León;Tercero;2,3
CENTROS PRIVADOS;Hombres;León;Cuarto;2,1
CENTROS PRIVADOS;Hombres;Palencia;Total;7,2
CENTROS PRIVADOS;Hombres;Palencia;Primero;5,2
CENTROS PRIVADOS;Hombres;Palencia;Segundo;7,3
CENTROS PRIVADOS;Hombres;Palencia;Tercero;7,4
CENTROS PRIVADOS;Hombres;Palencia;Cuarto;9,5
CENTROS PRIVADOS;Hombres;Salamanca;Total;4
CENTROS PRIVADOS;Hombres;Salamanca;Primero;4,8
CENTROS PRIVADOS;Hombres;Salamanca;Segundo;3,8
CENTROS PRIVADOS;Hombres;Salamanca;Tercero;3,1
CENTROS PRIVADOS;Hombres;Salamanca;Cuarto;4,5
CENTROS PRIVADOS;Hombres;Segovia;Total;1,2
CENTROS PRIVADOS;Hombres;Segovia;Primero;1,3
CENTROS PRIVADOS;Hombres;Segovia;Segundo;1,3
CENTROS PRIVADOS;Hombres;Segovia;Tercero;1,3
CENTROS PRIVADOS;Hombres;Segovia;Cuarto;0,8
CENTROS PRIVADOS;Hombres;Soria;Total;3,7
CENTROS PRIVADOS;Hombres;Soria;Primero;2,8
CENTROS PRIVADOS;Hombres;Soria;Segundo;5,5
CENTROS PRIVADOS;Hombres;Soria;Tercero;1,6
CENTROS PRIVADOS;Hombres;Soria;Cuarto;4,5
CENTROS PRIVADOS;Hombres;Valladolid;Total;4
CENTROS PRIVADOS;Hombres;Valladolid;Primero;5,3
CENTROS PRIVADOS;Hombres;Valladolid;Segundo;3,6
CENTROS PRIVADOS;Hombres;Valladolid;Tercero;3,4
CENTROS PRIVADOS;Hombres;Valladolid;Cuarto;3,7
CENTROS PRIVADOS;Hombres;Zamora;Total;3,2
CENTROS PRIVADOS;Hombres;Zamora;Primero;5,7
CENTROS PRIVADOS;Hombres;Zamora;Segundo;3,3
CENTROS PRIVADOS;Hombres;Zamora;Tercero;1,6
CENTROS PRIVADOS;Hombres;Zamora;Cuarto;1,9
CENTROS PRIVADOS;Hombres;08 CASTILLA-LA MANCHA;Total;2,8
CENTROS PRIVADOS;Hombres;08 CASTILLA-LA MANCHA;Primero;2,4
CENTROS PRIVADOS;Hombres;08 CASTILLA-LA MANCHA;Segundo;2,7
CENTROS PRIVADOS;Hombres;08 CASTILLA-LA MANCHA;Tercero;2,8
CENTROS PRIVADOS;Hombres;08 CASTILLA-LA MANCHA;Cuarto;3,1
CENTROS PRIVADOS;Hombres;Albacete;Total;2,4
CENTROS PRIVADOS;Hombres;Albacete;Primero;2,1
CENTROS PRIVADOS;Hombres;Albacete;Segundo;2
CENTROS PRIVADOS;Hombres;Albacete;Tercero;3,1
CENTROS PRIVADOS;Hombres;Albacete;Cuarto;2,4
CENTROS PRIVADOS;Hombres;Ciudad Real;Total;2,6
CENTROS PRIVADOS;Hombres;Ciudad Real;Primero;3,6
CENTROS PRIVADOS;Hombres;Ciudad Real;Segundo;2,6
CENTROS PRIVADOS;Hombres;Ciudad Real;Tercero;1,6
CENTROS PRIVADOS;Hombres;Ciudad Real;Cuarto;2,5
CENTROS PRIVADOS;Hombres;Cuenca;Total;7,9
CENTROS PRIVADOS;Hombres;Cuenca;Primero;7,9
CENTROS PRIVADOS;Hombres;Cuenca;Segundo;12
CENTROS PRIVADOS;Hombres;Cuenca;Tercero;2,9
CENTROS PRIVADOS;Hombres;Cuenca;Cuarto;7,8
CENTROS PRIVADOS;Hombres;Guadalajara;Total;3,6
CENTROS PRIVADOS;Hombres;Guadalajara;Primero;1,9
CENTROS PRIVADOS;Hombres;Guadalajara;Segundo;1,4
CENTROS PRIVADOS;Hombres;Guadalajara;Tercero;6,3
CENTROS PRIVADOS;Hombres;Guadalajara;Cuarto;4,6
CENTROS PRIVADOS;Hombres;Toledo;Total;2,1
CENTROS PRIVADOS;Hombres;Toledo;Primero;1,3
CENTROS PRIVADOS;Hombres;Toledo;Segundo;2,3
CENTROS PRIVADOS;Hombres;Toledo;Tercero;2,2
CENTROS PRIVADOS;Hombres;Toledo;Cuarto;2,7
CENTROS PRIVADOS;Hombres;09 CATALUÑA;Total;1,5
CENTROS PRIVADOS;Hombres;09 CATALUÑA;Primero;1,3
CENTROS PRIVADOS;Hombres;09 CATALUÑA;Segundo;1,3
CENTROS PRIVADOS;Hombres;09 CATALUÑA;Tercero;1,7
CENTROS PRIVADOS;Hombres;09 CATALUÑA;Cuarto;1,9
CENTROS PRIVADOS;Hombres;Barcelona;Total;1,5
CENTROS PRIVADOS;Hombres;Barcelona;Primero;1,3
CENTROS PRIVADOS;Hombres;Barcelona;Segundo;1,4
CENTROS PRIVADOS;Hombres;Barcelona;Tercero;1,7
CENTROS PRIVADOS;Hombres;Barcelona;Cuarto;1,8
CENTROS PRIVADOS;Hombres;Girona;Total;1,3
CENTROS PRIVADOS;Hombres;Girona;Primero;0,7
CENTROS PRIVADOS;Hombres;Girona;Segundo;0,9
CENTROS PRIVADOS;Hombres;Girona;Tercero;1,2
CENTROS PRIVADOS;Hombres;Girona;Cuarto;2,4
CENTROS PRIVADOS;Hombres;Lleida;Total;1,9
CENTROS PRIVADOS;Hombres;Lleida;Primero;1,5
CENTROS PRIVADOS;Hombres;Lleida;Segundo;1,7
CENTROS PRIVADOS;Hombres;Lleida;Tercero;1,6
CENTROS PRIVADOS;Hombres;Lleida;Cuarto;2,7
CENTROS PRIVADOS;Hombres;Tarragona;Total;2
CENTROS PRIVADOS;Hombres;Tarragona;Primero;2
CENTROS PRIVADOS;Hombres;Tarragona;Segundo;1,5
CENTROS PRIVADOS;Hombres;Tarragona;Tercero;2
CENTROS PRIVADOS;Hombres;Tarragona;Cuarto;2,4
CENTROS PRIVADOS;Hombres;10 COMUNITAT VALENCIANA;Total;1,6
CENTROS PRIVADOS;Hombres;10 COMUNITAT VALENCIANA;Primero;1,4
CENTROS PRIVADOS;Hombres;10 COMUNITAT VALENCIANA;Segundo;1,4
CENTROS PRIVADOS;Hombres;10 COMUNITAT VALENCIANA;Tercero;2
CENTROS PRIVADOS;Hombres;10 COMUNITAT VALENCIANA;Cuarto;1,5
CENTROS PRIVADOS;Hombres;Alicante/Alacant;Total;1,2
CENTROS PRIVADOS;Hombres;Alicante/Alacant;Primero;1
CENTROS PRIVADOS;Hombres;Alicante/Alacant;Segundo;0,9
CENTROS PRIVADOS;Hombres;Alicante/Alacant;Tercero;1,5
CENTROS PRIVADOS;Hombres;Alicante/Alacant;Cuarto;1,3
CENTROS PRIVADOS;Hombres;Castellón/Castelló;Total;2,2
CENTROS PRIVADOS;Hombres;Castellón/Castelló;Primero;2,2
CENTROS PRIVADOS;Hombres;Castellón/Castelló;Segundo;2,3
CENTROS PRIVADOS;Hombres;Castellón/Castelló;Tercero;3
CENTROS PRIVADOS;Hombres;Castellón/Castelló;Cuarto;1,4
CENTROS PRIVADOS;Hombres;Valencia/València;Total;1,6
CENTROS PRIVADOS;Hombres;Valencia/València;Primero;1,5
CENTROS PRIVADOS;Hombres;Valencia/València;Segundo;1,5
CENTROS PRIVADOS;Hombres;Valencia/València;Tercero;2
CENTROS PRIVADOS;Hombres;Valencia/València;Cuarto;1,6
CENTROS PRIVADOS;Hombres;11 EXTREMADURA;Total;2,2
CENTROS PRIVADOS;Hombres;11 EXTREMADURA;Primero;2,3
CENTROS PRIVADOS;Hombres;11 EXTREMADURA;Segundo;2,7
CENTROS PRIVADOS;Hombres;11 EXTREMADURA;Tercero;2,3
CENTROS PRIVADOS;Hombres;11 EXTREMADURA;Cuarto;1,5
CENTROS PRIVADOS;Hombres;Badajoz;Total;2,4
CENTROS PRIVADOS;Hombres;Badajoz;Primero;2,8
CENTROS PRIVADOS;Hombres;Badajoz;Segundo;3
CENTROS PRIVADOS;Hombres;Badajoz;Tercero;2,8
CENTROS PRIVADOS;Hombres;Badajoz;Cuarto;0,8
CENTROS PRIVADOS;Hombres;Cáceres;Total;1,9
CENTROS PRIVADOS;Hombres;Cáceres;Primero;1,4
CENTROS PRIVADOS;Hombres;Cáceres;Segundo;2,2
CENTROS PRIVADOS;Hombres;Cáceres;Tercero;1,4
CENTROS PRIVADOS;Hombres;Cáceres;Cuarto;2,9
CENTROS PRIVADOS;Hombres;12 GALICIA;Total;1,4
CENTROS PRIVADOS;Hombres;12 GALICIA;Primero;1,6
CENTROS PRIVADOS;Hombres;12 GALICIA;Segundo;1,8
CENTROS PRIVADOS;Hombres;12 GALICIA;Tercero;1
CENTROS PRIVADOS;Hombres;12 GALICIA;Cuarto;1
CENTROS PRIVADOS;Hombres;A Coruña;Total;0,9
CENTROS PRIVADOS;Hombres;A Coruña;Primero;1,2
CENTROS PRIVADOS;Hombres;A Coruña;Segundo;1,3
CENTROS PRIVADOS;Hombres;A Coruña;Tercero;0,4
CENTROS PRIVADOS;Hombres;A Coruña;Cuarto;0,6
CENTROS PRIVADOS;Hombres;Lugo;Total;1,7
CENTROS PRIVADOS;Hombres;Lugo;Primero;1,6
CENTROS PRIVADOS;Hombres;Lugo;Segundo;1,7
CENTROS PRIVADOS;Hombres;Lugo;Tercero;2,2
CENTROS PRIVADOS;Hombres;Lugo;Cuarto;1,2
CENTROS PRIVADOS;Hombres;Ourense;Total;2
CENTROS PRIVADOS;Hombres;Ourense;Primero;2,8
CENTROS PRIVADOS;Hombres;Ourense;Segundo;2,5
CENTROS PRIVADOS;Hombres;Ourense;Tercero;1,2
CENTROS PRIVADOS;Hombres;Ourense;Cuarto;1,8
CENTROS PRIVADOS;Hombres;Pontevedra;Total;1,6
CENTROS PRIVADOS;Hombres;Pontevedra;Primero;1,7
CENTROS PRIVADOS;Hombres;Pontevedra;Segundo;2,2
CENTROS PRIVADOS;Hombres;Pontevedra;Tercero;1,4
CENTROS PRIVADOS;Hombres;Pontevedra;Cuarto;1,2
CENTROS PRIVADOS;Hombres;13 MADRID, COMUNIDAD DE;Total;3,1
CENTROS PRIVADOS;Hombres;13 MADRID, COMUNIDAD DE;Primero;3,1
CENTROS PRIVADOS;Hombres;13 MADRID, COMUNIDAD DE;Segundo;3,5
CENTROS PRIVADOS;Hombres;13 MADRID, COMUNIDAD DE;Tercero;3,1
CENTROS PRIVADOS;Hombres;13 MADRID, COMUNIDAD DE;Cuarto;2,7
CENTROS PRIVADOS;Hombres;14 MURCIA, REGIÓN DE;Total;5,7
CENTROS PRIVADOS;Hombres;14 MURCIA, REGIÓN DE;Primero;5,2
CENTROS PRIVADOS;Hombres;14 MURCIA, REGIÓN DE;Segundo;6,6
CENTROS PRIVADOS;Hombres;14 MURCIA, REGIÓN DE;Tercero;5,5
CENTROS PRIVADOS;Hombres;14 MURCIA, REGIÓN DE;Cuarto;5,7
CENTROS PRIVADOS;Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Total;1,4
CENTROS PRIVADOS;Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Primero;1,3
CENTROS PRIVADOS;Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Segundo;1
CENTROS PRIVADOS;Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Tercero;2,1
CENTROS PRIVADOS;Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Cuarto;1,2
CENTROS PRIVADOS;Hombres;16 PAÍS VASCO;Total;3
CENTROS PRIVADOS;Hombres;16 PAÍS VASCO;Primero;3,4
CENTROS PRIVADOS;Hombres;16 PAÍS VASCO;Segundo;3,5
CENTROS PRIVADOS;Hombres;16 PAÍS VASCO;Tercero;2,8
CENTROS PRIVADOS;Hombres;16 PAÍS VASCO;Cuarto;2,3
CENTROS PRIVADOS;Hombres;Araba/Álava;Total;5
CENTROS PRIVADOS;Hombres;Araba/Álava;Primero;4,4
CENTROS PRIVADOS;Hombres;Araba/Álava;Segundo;6,1
CENTROS PRIVADOS;Hombres;Araba/Álava;Tercero;4,2
CENTROS PRIVADOS;Hombres;Araba/Álava;Cuarto;5,5
CENTROS PRIVADOS;Hombres;Gipuzkoa;Total;2,1
CENTROS PRIVADOS;Hombres;Gipuzkoa;Primero;2,4
CENTROS PRIVADOS;Hombres;Gipuzkoa;Segundo;2,3
CENTROS PRIVADOS;Hombres;Gipuzkoa;Tercero;2,3
CENTROS PRIVADOS;Hombres;Gipuzkoa;Cuarto;1,4
CENTROS PRIVADOS;Hombres;Bizkaia;Total;3
CENTROS PRIVADOS;Hombres;Bizkaia;Primero;3,8
CENTROS PRIVADOS;Hombres;Bizkaia;Segundo;3,5
CENTROS PRIVADOS;Hombres;Bizkaia;Tercero;2,7
CENTROS PRIVADOS;Hombres;Bizkaia;Cuarto;2
CENTROS PRIVADOS;Hombres;17 RIOJA, LA;Total;2,8
CENTROS PRIVADOS;Hombres;17 RIOJA, LA;Primero;3,3
CENTROS PRIVADOS;Hombres;17 RIOJA, LA;Segundo;2
CENTROS PRIVADOS;Hombres;17 RIOJA, LA;Tercero;2,6
CENTROS PRIVADOS;Hombres;17 RIOJA, LA;Cuarto;3,4
CENTROS PRIVADOS;Hombres;18 CEUTA;Total;0,7
CENTROS PRIVADOS;Hombres;18 CEUTA;Primero;0,6
CENTROS PRIVADOS;Hombres;18 CEUTA;Segundo;0
CENTROS PRIVADOS;Hombres;18 CEUTA;Tercero;1,6
CENTROS PRIVADOS;Hombres;18 CEUTA;Cuarto;0,8
CENTROS PRIVADOS;Hombres;19 MELILLA;Total;5,4
CENTROS PRIVADOS;Hombres;19 MELILLA;Primero;2,8
CENTROS PRIVADOS;Hombres;19 MELILLA;Segundo;4
CENTROS PRIVADOS;Hombres;19 MELILLA;Tercero;9,6
CENTROS PRIVADOS;Hombres;19 MELILLA;Cuarto;6,3
CENTROS PRIVADOS;Mujeres;00 TOTAL;Total;1,8
CENTROS PRIVADOS;Mujeres;00 TOTAL;Primero;1,8
CENTROS PRIVADOS;Mujeres;00 TOTAL;Segundo;1,9
CENTROS PRIVADOS;Mujeres;00 TOTAL;Tercero;1,7
CENTROS PRIVADOS;Mujeres;00 TOTAL;Cuarto;1,6
CENTROS PRIVADOS;Mujeres;01 ANDALUCÍA;Total;2,3
CENTROS PRIVADOS;Mujeres;01 ANDALUCÍA;Primero;2,8
CENTROS PRIVADOS;Mujeres;01 ANDALUCÍA;Segundo;2,8
CENTROS PRIVADOS;Mujeres;01 ANDALUCÍA;Tercero;2
CENTROS PRIVADOS;Mujeres;01 ANDALUCÍA;Cuarto;1,7
CENTROS PRIVADOS;Mujeres;Almería;Total;1,6
CENTROS PRIVADOS;Mujeres;Almería;Primero;2,4
CENTROS PRIVADOS;Mujeres;Almería;Segundo;1,5
CENTROS PRIVADOS;Mujeres;Almería;Tercero;1,6
CENTROS PRIVADOS;Mujeres;Almería;Cuarto;0,9
CENTROS PRIVADOS;Mujeres;Cádiz;Total;2,4
CENTROS PRIVADOS;Mujeres;Cádiz;Primero;3,6
CENTROS PRIVADOS;Mujeres;Cádiz;Segundo;2,5
CENTROS PRIVADOS;Mujeres;Cádiz;Tercero;1,9
CENTROS PRIVADOS;Mujeres;Cádiz;Cuarto;1,6
CENTROS PRIVADOS;Mujeres;Córdoba;Total;1,3
CENTROS PRIVADOS;Mujeres;Córdoba;Primero;1,8
CENTROS PRIVADOS;Mujeres;Córdoba;Segundo;2,1
CENTROS PRIVADOS;Mujeres;Córdoba;Tercero;0,7
CENTROS PRIVADOS;Mujeres;Córdoba;Cuarto;0,7
CENTROS PRIVADOS;Mujeres;Granada;Total;3
CENTROS PRIVADOS;Mujeres;Granada;Primero;3
CENTROS PRIVADOS;Mujeres;Granada;Segundo;3,4
CENTROS PRIVADOS;Mujeres;Granada;Tercero;2,8
CENTROS PRIVADOS;Mujeres;Granada;Cuarto;3
CENTROS PRIVADOS;Mujeres;Huelva;Total;4,1
CENTROS PRIVADOS;Mujeres;Huelva;Primero;4,2
CENTROS PRIVADOS;Mujeres;Huelva;Segundo;5,2
CENTROS PRIVADOS;Mujeres;Huelva;Tercero;4
CENTROS PRIVADOS;Mujeres;Huelva;Cuarto;2,6
CENTROS PRIVADOS;Mujeres;Jaén;Total;2,6
CENTROS PRIVADOS;Mujeres;Jaén;Primero;2,2
CENTROS PRIVADOS;Mujeres;Jaén;Segundo;2,3
CENTROS PRIVADOS;Mujeres;Jaén;Tercero;3,3
CENTROS PRIVADOS;Mujeres;Jaén;Cuarto;2,5
CENTROS PRIVADOS;Mujeres;Málaga;Total;2,4
CENTROS PRIVADOS;Mujeres;Málaga;Primero;3,1
CENTROS PRIVADOS;Mujeres;Málaga;Segundo;2,9
CENTROS PRIVADOS;Mujeres;Málaga;Tercero;1,9
CENTROS PRIVADOS;Mujeres;Málaga;Cuarto;1,6
CENTROS PRIVADOS;Mujeres;Sevilla;Total;2,1
CENTROS PRIVADOS;Mujeres;Sevilla;Primero;2,2
CENTROS PRIVADOS;Mujeres;Sevilla;Segundo;3
CENTROS PRIVADOS;Mujeres;Sevilla;Tercero;1,6
CENTROS PRIVADOS;Mujeres;Sevilla;Cuarto;1,4
CENTROS PRIVADOS;Mujeres;02 ARAGÓN;Total;1
CENTROS PRIVADOS;Mujeres;02 ARAGÓN;Primero;0,8
CENTROS PRIVADOS;Mujeres;02 ARAGÓN;Segundo;0,7
CENTROS PRIVADOS;Mujeres;02 ARAGÓN;Tercero;1,3
CENTROS PRIVADOS;Mujeres;02 ARAGÓN;Cuarto;1,3
CENTROS PRIVADOS;Mujeres;Huesca;Total;1,3
CENTROS PRIVADOS;Mujeres;Huesca;Primero;0,5
CENTROS PRIVADOS;Mujeres;Huesca;Segundo;1,3
CENTROS PRIVADOS;Mujeres;Huesca;Tercero;2,2
CENTROS PRIVADOS;Mujeres;Huesca;Cuarto;1,4
CENTROS PRIVADOS;Mujeres;Teruel;Total;1,3
CENTROS PRIVADOS;Mujeres;Teruel;Primero;3,1
CENTROS PRIVADOS;Mujeres;Teruel;Segundo;0
CENTROS PRIVADOS;Mujeres;Teruel;Tercero;1
CENTROS PRIVADOS;Mujeres;Teruel;Cuarto;1,3
CENTROS PRIVADOS;Mujeres;Zaragoza;Total;1
CENTROS PRIVADOS;Mujeres;Zaragoza;Primero;0,8
CENTROS PRIVADOS;Mujeres;Zaragoza;Segundo;0,7
CENTROS PRIVADOS;Mujeres;Zaragoza;Tercero;1,2
CENTROS PRIVADOS;Mujeres;Zaragoza;Cuarto;1,3
CENTROS PRIVADOS;Mujeres;03 ASTURIAS, PRINCIPADO DE;Total;1,8
CENTROS PRIVADOS;Mujeres;03 ASTURIAS, PRINCIPADO DE;Primero;1,3
CENTROS PRIVADOS;Mujeres;03 ASTURIAS, PRINCIPADO DE;Segundo;2
CENTROS PRIVADOS;Mujeres;03 ASTURIAS, PRINCIPADO DE;Tercero;2,2
CENTROS PRIVADOS;Mujeres;03 ASTURIAS, PRINCIPADO DE;Cuarto;1,5
CENTROS PRIVADOS;Mujeres;04 BALEARS, ILLES;Total;1,7
CENTROS PRIVADOS;Mujeres;04 BALEARS, ILLES;Primero;1,9
CENTROS PRIVADOS;Mujeres;04 BALEARS, ILLES;Segundo;1,7
CENTROS PRIVADOS;Mujeres;04 BALEARS, ILLES;Tercero;2
CENTROS PRIVADOS;Mujeres;04 BALEARS, ILLES;Cuarto;1,1
CENTROS PRIVADOS;Mujeres;05 CANARIAS;Total;1,1
CENTROS PRIVADOS;Mujeres;05 CANARIAS;Primero;1,3
CENTROS PRIVADOS;Mujeres;05 CANARIAS;Segundo;1
CENTROS PRIVADOS;Mujeres;05 CANARIAS;Tercero;1,1
CENTROS PRIVADOS;Mujeres;05 CANARIAS;Cuarto;0,8
CENTROS PRIVADOS;Mujeres;Las Palmas;Total;1,7
CENTROS PRIVADOS;Mujeres;Las Palmas;Primero;2,1
